order_id,date,warehouse_id,customer_id,weight_units,priority,time_window_start,time_window_end
ORD-002848,2024-12-16,WH3,CUST-0185,94,standard,12:30,16:30
ORD-002849,2024-12-16,WH3,CUST-0176,77,standard,14:30,18:30
ORD-002850,2024-12-16,WH3,CUST-0175,70,standard,12:30,15:30
ORD-002851,2024-12-16,WH3,CUST-0192,72,standard,11:30,13:30
ORD-002852,2024-12-16,WH3,CUST-0169,91,standard,09:30,11:30
ORD-002853,2024-12-16,WH3,CUST-0164,65,standard,08:00,11:00
ORD-002854,2024-12-16,WH3,CUST-0144,81,standard,09:00,12:00
ORD-002855,2024-12-16,WH3,CUST-0160,98,standard,13:30,16:30
ORD-002856,2024-12-16,WH3,CUST-0152,86,standard,14:00,17:00
ORD-002857,2024-12-16,WH3,CUST-0148,92,urgent,08:30,11:30
ORD-002858,2024-12-16,WH3,CUST-0154,29,standard,08:30,12:30
ORD-002859,2024-12-16,WH3,CUST-0148,54,standard,12:00,14:00
ORD-002860,2024-12-16,WH3,CUST-0156,113,standard,08:30,12:30
ORD-002861,2024-12-16,WH3,CUST-0192,55,standard,09:00,11:00
ORD-002862,2024-12-16,WH3,CUST-0194,47,standard,11:30,13:30
ORD-002863,2024-12-16,WH3,CUST-0175,101,urgent,09:00,13:00
ORD-002864,2024-12-16,WH3,CUST-0187,94,standard,13:00,15:00
ORD-002865,2024-12-16,WH3,CUST-0150,26,urgent,12:30,14:30
ORD-002866,2024-12-16,WH3,CUST-0180,70,standard,11:00,15:00
ORD-002867,2024-12-16,WH3,CUST-0161,16,standard,13:30,16:30
ORD-002868,2024-12-16,WH3,CUST-0192,61,standard,13:30,17:30
ORD-002869,2024-12-16,WH3,CUST-0174,136,standard,09:30,13:30
ORD-002870,2024-12-16,WH3,CUST-0194,66,standard,14:00,16:00
ORD-002871,2024-12-16,WH3,CUST-0168,20,standard,09:00,13:00
ORD-002872,2024-12-16,WH3,CUST-0150,123,standard,13:30,15:30
ORD-002873,2024-12-16,WH3,CUST-0146,83,standard,09:00,12:00
ORD-002874,2024-12-16,WH3,CUST-0155,16,standard,09:00,13:00
ORD-002875,2024-12-16,WH3,CUST-0173,34,standard,08:00,12:00
ORD-002876,2024-12-16,WH3,CUST-0140,45,standard,09:00,12:00
ORD-002877,2024-12-16,WH3,CUST-0162,106,standard,10:30,14:30
ORD-002878,2024-12-16,WH3,CUST-0176,62,standard,08:00,11:00
ORD-002879,2024-12-16,WH3,CUST-0153,78,standard,14:30,18:30
ORD-002880,2024-12-16,WH3,CUST-0146,31,standard,08:00,11:00
ORD-002881,2024-12-16,WH3,CUST-0166,95,urgent,12:30,14:30
ORD-002882,2024-12-16,WH3,CUST-0180,115,standard,08:30,10:30
ORD-002883,2024-12-16,WH3,CUST-0185,51,standard,14:00,17:00
ORD-002884,2024-12-16,WH3,CUST-0200,45,standard,10:00,14:00
ORD-002885,2024-12-16,WH3,CUST-0141,58,urgent,13:00,17:00
ORD-002886,2024-12-16,WH3,CUST-0173,18,standard,08:00,11:00
ORD-002887,2024-12-16,WH3,CUST-0168,25,standard,13:00,16:00
ORD-002888,2024-12-16,WH3,CUST-0157,131,urgent,13:30,16:30
ORD-002889,2024-12-16,WH3,CUST-0138,105,urgent,13:30,16:30
ORD-002890,2024-12-16,WH3,CUST-0186,48,urgent,11:30,15:30
ORD-002891,2024-12-16,WH3,CUST-0192,90,standard,08:00,12:00
ORD-002892,2024-12-16,WH3,CUST-0166,139,standard,13:30,15:30
ORD-002893,2024-12-16,WH3,CUST-0147,40,standard,09:00,11:00
ORD-002894,2024-12-16,WH3,CUST-0194,98,standard,10:00,12:00
ORD-002895,2024-12-16,WH3,CUST-0148,122,urgent,13:00,15:00
ORD-002896,2024-12-16,WH3,CUST-0152,86,standard,13:30,17:30
ORD-002897,2024-12-16,WH3,CUST-0150,49,urgent,13:30,15:30
ORD-002898,2024-12-16,WH3,CUST-0136,94,standard,10:30,12:30
ORD-002899,2024-12-16,WH3,CUST-0142,115,standard,10:00,14:00
ORD-002900,2024-12-16,WH3,CUST-0163,123,urgent,11:30,14:30
ORD-002901,2024-12-16,WH3,CUST-0151,31,standard,13:30,17:30
ORD-002902,2024-12-16,WH3,CUST-0160,67,standard,09:30,13:30
ORD-002903,2024-12-16,WH3,CUST-0186,27,standard,10:00,12:00
ORD-002904,2024-12-16,WH3,CUST-0182,113,standard,11:00,14:00
ORD-002905,2024-12-16,WH3,CUST-0145,136,standard,10:00,12:00
ORD-002906,2024-12-16,WH3,CUST-0168,129,standard,13:30,16:30
ORD-002907,2024-12-16,WH3,CUST-0144,21,urgent,11:30,15:30
ORD-002908,2024-12-16,WH3,CUST-0137,94,standard,08:30,11:30
ORD-002909,2024-12-16,WH3,CUST-0143,109,urgent,14:30,18:30
ORD-002910,2024-12-16,WH3,CUST-0160,95,standard,13:30,16:30
ORD-002911,2024-12-16,WH3,CUST-0191,94,standard,10:30,12:30
ORD-002912,2024-12-16,WH3,CUST-0151,41,standard,11:30,13:30
ORD-002913,2024-12-16,WH3,CUST-0146,77,standard,08:00,11:00
ORD-002914,2024-12-17,WH1,CUST-0043,112,standard,08:30,12:30
ORD-002915,2024-12-17,WH1,CUST-0016,68,standard,14:00,17:00
ORD-002916,2024-12-17,WH1,CUST-0006,119,standard,14:30,18:30
ORD-002917,2024-12-17,WH1,CUST-0060,95,standard,09:00,12:00
ORD-002918,2024-12-17,WH1,CUST-0007,137,standard,13:00,17:00
ORD-002919,2024-12-17,WH1,CUST-0022,32,standard,09:00,11:00
ORD-002920,2024-12-17,WH1,CUST-0056,54,urgent,10:30,12:30
ORD-002921,2024-12-17,WH1,CUST-0051,100,standard,09:00,13:00
ORD-002922,2024-12-17,WH1,CUST-0064,140,standard,14:00,16:00
ORD-002923,2024-12-17,WH1,CUST-0004,119,standard,13:30,16:30
ORD-002924,2024-12-17,WH1,CUST-0049,133,standard,14:30,16:30
ORD-002925,2024-12-17,WH1,CUST-0055,44,standard,11:30,13:30
ORD-002926,2024-12-17,WH1,CUST-0023,102,standard,13:30,17:30
ORD-002927,2024-12-17,WH1,CUST-0046,83,standard,12:30,16:30
ORD-002928,2024-12-17,WH1,CUST-0028,46,standard,12:30,15:30
ORD-002929,2024-12-17,WH1,CUST-0024,66,standard,10:30,12:30
ORD-002930,2024-12-17,WH1,CUST-0036,67,standard,09:00,13:00
ORD-002931,2024-12-17,WH1,CUST-0036,30,standard,11:30,13:30
ORD-002932,2024-12-17,WH1,CUST-0058,135,standard,10:00,12:00
ORD-002933,2024-12-17,WH1,CUST-0020,26,standard,12:00,15:00
ORD-002934,2024-12-17,WH1,CUST-0005,63,standard,13:00,17:00
ORD-002935,2024-12-17,WH1,CUST-0032,39,standard,08:30,11:30
ORD-002936,2024-12-17,WH1,CUST-0038,91,standard,10:00,12:00
ORD-002937,2024-12-17,WH1,CUST-0064,29,standard,14:00,16:00
ORD-002938,2024-12-17,WH1,CUST-0053,54,standard,09:00,12:00
ORD-002939,2024-12-17,WH1,CUST-0062,21,standard,14:30,16:30
ORD-002940,2024-12-17,WH1,CUST-0008,65,urgent,14:30,18:30
ORD-002941,2024-12-17,WH1,CUST-0012,27,standard,14:00,16:00
ORD-002942,2024-12-17,WH1,CUST-0036,22,urgent,08:30,11:30
ORD-002943,2024-12-17,WH1,CUST-0050,131,standard,12:00,14:00
ORD-002944,2024-12-17,WH1,CUST-0018,64,standard,10:00,14:00
ORD-002945,2024-12-17,WH1,CUST-0054,120,standard,10:30,14:30
ORD-002946,2024-12-17,WH1,CUST-0026,94,urgent,11:00,15:00
ORD-002947,2024-12-17,WH1,CUST-0032,63,standard,12:00,16:00
ORD-002948,2024-12-17,WH1,CUST-0003,91,standard,14:30,17:30
ORD-002949,2024-12-17,WH1,CUST-0049,115,urgent,12:30,14:30
ORD-002950,2024-12-17,WH1,CUST-0046,37,standard,12:30,16:30
ORD-002951,2024-12-17,WH1,CUST-0062,59,standard,12:30,14:30
ORD-002952,2024-12-17,WH1,CUST-0063,119,standard,12:00,15:00
ORD-002953,2024-12-17,WH1,CUST-0045,122,standard,09:00,11:00
ORD-002954,2024-12-17,WH1,CUST-0065,61,standard,12:00,16:00
ORD-002955,2024-12-17,WH1,CUST-0042,58,standard,13:30,15:30
ORD-002956,2024-12-17,WH1,CUST-0050,39,standard,09:30,11:30
ORD-002957,2024-12-17,WH1,CUST-0035,109,standard,11:30,13:30
ORD-002958,2024-12-17,WH1,CUST-0024,39,standard,11:00,14:00
ORD-002959,2024-12-17,WH1,CUST-0004,41,standard,11:30,13:30
ORD-002960,2024-12-17,WH1,CUST-0041,111,standard,09:30,11:30
ORD-002961,2024-12-17,WH1,CUST-0029,74,standard,11:30,14:30
ORD-002962,2024-12-17,WH1,CUST-0004,36,urgent,14:30,17:30
ORD-002963,2024-12-17,WH1,CUST-0036,114,standard,14:00,16:00
ORD-002964,2024-12-17,WH1,CUST-0008,25,standard,08:00,10:00
ORD-002965,2024-12-17,WH1,CUST-0061,115,standard,10:30,14:30
ORD-002966,2024-12-17,WH1,CUST-0046,108,standard,09:30,12:30
ORD-002967,2024-12-17,WH1,CUST-0030,72,urgent,09:00,11:00
ORD-002968,2024-12-17,WH1,CUST-0021,105,standard,10:30,13:30
ORD-002969,2024-12-17,WH1,CUST-0013,132,standard,09:00,11:00
ORD-002970,2024-12-17,WH1,CUST-0032,69,standard,09:30,13:30
ORD-002971,2024-12-17,WH1,CUST-0031,47,urgent,11:00,13:00
ORD-002972,2024-12-17,WH1,CUST-0035,130,standard,12:30,16:30
ORD-002973,2024-12-17,WH1,CUST-0008,45,urgent,13:00,17:00
ORD-002974,2024-12-17,WH1,CUST-0029,80,standard,12:00,15:00
ORD-002975,2024-12-17,WH1,CUST-0050,42,urgent,14:30,16:30
ORD-002976,2024-12-17,WH1,CUST-0046,110,standard,13:00,17:00
ORD-002977,2024-12-17,WH1,CUST-0023,84,urgent,14:00,17:00
ORD-002978,2024-12-17,WH1,CUST-0023,96,urgent,12:30,14:30
ORD-002979,2024-12-17,WH1,CUST-0031,104,standard,14:00,16:00
ORD-002980,2024-12-17,WH1,CUST-0041,99,urgent,09:00,11:00
ORD-002981,2024-12-17,WH1,CUST-0046,38,standard,12:30,16:30
ORD-002982,2024-12-17,WH1,CUST-0004,47,urgent,11:00,15:00
ORD-002983,2024-12-17,WH1,CUST-0046,92,standard,13:00,15:00
ORD-002984,2024-12-17,WH1,CUST-0019,74,standard,08:30,11:30
ORD-002985,2024-12-17,WH1,CUST-0025,93,standard,09:00,11:00
ORD-002986,2024-12-17,WH1,CUST-0064,27,urgent,09:30,12:30
ORD-002987,2024-12-17,WH1,CUST-0040,122,standard,09:00,13:00
ORD-002988,2024-12-17,WH1,CUST-0023,90,standard,09:30,12:30
ORD-002989,2024-12-17,WH2,CUST-0130,108,standard,13:30,16:30
ORD-002990,2024-12-17,WH2,CUST-0072,112,standard,08:30,10:30
ORD-002991,2024-12-17,WH2,CUST-0079,45,standard,13:30,16:30
ORD-002992,2024-12-17,WH2,CUST-0075,98,urgent,11:00,15:00
ORD-002993,2024-12-17,WH2,CUST-0097,17,standard,08:30,10:30
ORD-002994,2024-12-17,WH2,CUST-0096,52,standard,13:30,16:30
ORD-002995,2024-12-17,WH2,CUST-0070,117,standard,13:30,17:30
ORD-002996,2024-12-17,WH2,CUST-0129,52,standard,08:00,11:00
ORD-002997,2024-12-17,WH2,CUST-0068,30,standard,11:30,14:30
ORD-002998,2024-12-17,WH2,CUST-0110,20,standard,11:00,13:00
ORD-002999,2024-12-17,WH2,CUST-0093,57,standard,14:30,18:30
ORD-003000,2024-12-17,WH2,CUST-0084,18,standard,13:30,15:30
ORD-003001,2024-12-17,WH2,CUST-0111,49,standard,11:30,13:30
ORD-003002,2024-12-17,WH2,CUST-0090,35,urgent,13:00,17:00
ORD-003003,2024-12-17,WH2,CUST-0109,99,standard,13:00,15:00
ORD-003004,2024-12-17,WH2,CUST-0075,87,standard,14:00,18:00
ORD-003005,2024-12-17,WH2,CUST-0070,88,standard,12:30,15:30
ORD-003006,2024-12-17,WH2,CUST-0086,52,standard,08:30,10:30
ORD-003007,2024-12-17,WH2,CUST-0086,48,standard,10:00,12:00
ORD-003008,2024-12-17,WH2,CUST-0082,57,standard,09:00,12:00
ORD-003009,2024-12-17,WH2,CUST-0114,117,standard,14:00,18:00
ORD-003010,2024-12-17,WH2,CUST-0077,16,standard,12:00,14:00
ORD-003011,2024-12-17,WH2,CUST-0115,20,urgent,14:00,18:00
ORD-003012,2024-12-17,WH2,CUST-0118,108,standard,13:00,16:00
ORD-003013,2024-12-17,WH2,CUST-0080,130,standard,13:30,15:30
ORD-003014,2024-12-17,WH2,CUST-0111,82,urgent,14:30,16:30
ORD-003015,2024-12-17,WH2,CUST-0106,92,standard,12:30,14:30
ORD-003016,2024-12-17,WH2,CUST-0109,134,standard,09:30,12:30
ORD-003017,2024-12-17,WH2,CUST-0085,50,standard,14:30,18:30
ORD-003018,2024-12-17,WH2,CUST-0088,110,standard,09:30,13:30
ORD-003019,2024-12-17,WH2,CUST-0123,41,standard,13:00,17:00
ORD-003020,2024-12-17,WH2,CUST-0130,39,urgent,13:00,17:00
ORD-003021,2024-12-17,WH2,CUST-0108,123,standard,11:00,15:00
ORD-003022,2024-12-17,WH2,CUST-0090,112,standard,09:30,12:30
ORD-003023,2024-12-17,WH2,CUST-0113,55,urgent,13:00,16:00
ORD-003024,2024-12-17,WH2,CUST-0096,28,urgent,14:00,16:00
ORD-003025,2024-12-17,WH2,CUST-0090,17,standard,14:30,17:30
ORD-003026,2024-12-17,WH2,CUST-0116,110,standard,14:30,16:30
ORD-003027,2024-12-17,WH2,CUST-0107,140,standard,09:30,12:30
ORD-003028,2024-12-17,WH2,CUST-0105,65,standard,08:00,11:00
ORD-003029,2024-12-17,WH2,CUST-0084,42,standard,09:00,12:00
ORD-003030,2024-12-17,WH2,CUST-0090,111,standard,11:00,15:00
ORD-003031,2024-12-17,WH2,CUST-0068,83,urgent,12:00,16:00
ORD-003032,2024-12-17,WH2,CUST-0118,22,standard,10:30,13:30
ORD-003033,2024-12-17,WH2,CUST-0072,32,standard,09:00,12:00
ORD-003034,2024-12-17,WH2,CUST-0091,17,standard,11:00,13:00
ORD-003035,2024-12-17,WH2,CUST-0108,59,standard,14:30,17:30
ORD-003036,2024-12-17,WH2,CUST-0096,127,standard,14:00,17:00
ORD-003037,2024-12-17,WH2,CUST-0081,37,urgent,13:00,15:00
ORD-003038,2024-12-17,WH2,CUST-0131,119,standard,08:30,10:30
ORD-003039,2024-12-17,WH2,CUST-0086,70,standard,12:30,16:30
ORD-003040,2024-12-17,WH2,CUST-0110,77,standard,08:30,10:30
ORD-003041,2024-12-17,WH2,CUST-0077,79,standard,14:00,16:00
ORD-003042,2024-12-17,WH2,CUST-0098,42,standard,08:30,11:30
ORD-003043,2024-12-17,WH2,CUST-0112,20,standard,11:30,15:30
ORD-003044,2024-12-17,WH2,CUST-0108,78,standard,11:00,13:00
ORD-003045,2024-12-17,WH2,CUST-0089,26,standard,10:00,13:00
ORD-003046,2024-12-17,WH2,CUST-0079,99,standard,13:00,16:00
ORD-003047,2024-12-17,WH2,CUST-0110,126,standard,14:30,16:30
ORD-003048,2024-12-17,WH2,CUST-0125,129,standard,12:00,14:00
ORD-003049,2024-12-17,WH2,CUST-0069,26,standard,14:00,17:00
ORD-003050,2024-12-17,WH2,CUST-0101,15,standard,11:00,13:00
ORD-003051,2024-12-17,WH2,CUST-0094,37,standard,14:00,16:00
ORD-003052,2024-12-17,WH2,CUST-0099,124,standard,10:00,14:00
ORD-003053,2024-12-17,WH2,CUST-0076,105,standard,13:00,17:00
ORD-003054,2024-12-17,WH2,CUST-0112,60,standard,11:00,15:00
ORD-003055,2024-12-17,WH2,CUST-0100,34,urgent,11:00,14:00
ORD-003056,2024-12-17,WH2,CUST-0081,52,standard,14:30,18:30
ORD-003057,2024-12-17,WH2,CUST-0068,77,standard,08:00,10:00
ORD-003058,2024-12-17,WH3,CUST-0141,137,standard,09:30,12:30
ORD-003059,2024-12-17,WH3,CUST-0184,57,standard,11:00,14:00
ORD-003060,2024-12-17,WH3,CUST-0191,98,urgent,13:30,16:30
ORD-003061,2024-12-17,WH3,CUST-0188,16,standard,11:00,13:00
ORD-003062,2024-12-17,WH3,CUST-0156,58,urgent,12:00,15:00
ORD-003063,2024-12-17,WH3,CUST-0187,117,standard,13:00,17:00
ORD-003064,2024-12-17,WH3,CUST-0198,49,standard,11:00,13:00
ORD-003065,2024-12-17,WH3,CUST-0183,73,standard,08:30,10:30
ORD-003066,2024-12-17,WH3,CUST-0179,72,standard,13:30,16:30
ORD-003067,2024-12-17,WH3,CUST-0183,23,standard,12:30,15:30
ORD-003068,2024-12-17,WH3,CUST-0147,46,standard,12:30,16:30
ORD-003069,2024-12-17,WH3,CUST-0196,68,standard,12:00,15:00
ORD-003070,2024-12-17,WH3,CUST-0163,77,standard,14:00,18:00
ORD-003071,2024-12-17,WH3,CUST-0155,121,standard,08:00,10:00
ORD-003072,2024-12-17,WH3,CUST-0192,103,standard,08:30,11:30
ORD-003073,2024-12-17,WH3,CUST-0144,22,standard,13:00,16:00
ORD-003074,2024-12-17,WH3,CUST-0139,136,standard,11:00,15:00
ORD-003075,2024-12-17,WH3,CUST-0172,78,standard,13:30,16:30
ORD-003076,2024-12-17,WH3,CUST-0137,115,standard,13:00,17:00
ORD-003077,2024-12-17,WH3,CUST-0175,119,standard,09:30,11:30
ORD-003078,2024-12-17,WH3,CUST-0168,57,standard,14:00,18:00
ORD-003079,2024-12-17,WH3,CUST-0148,30,standard,12:00,14:00
ORD-003080,2024-12-17,WH3,CUST-0144,55,standard,13:30,16:30
ORD-003081,2024-12-17,WH3,CUST-0178,83,standard,08:30,12:30
ORD-003082,2024-12-17,WH3,CUST-0156,125,standard,14:00,17:00
ORD-003083,2024-12-17,WH3,CUST-0183,66,urgent,11:00,15:00
ORD-003084,2024-12-17,WH3,CUST-0155,139,standard,14:30,17:30
ORD-003085,2024-12-17,WH3,CUST-0144,31,standard,09:30,12:30
ORD-003086,2024-12-17,WH3,CUST-0146,41,urgent,09:30,11:30
ORD-003087,2024-12-17,WH3,CUST-0178,23,standard,09:30,12:30
ORD-003088,2024-12-17,WH3,CUST-0196,41,standard,14:30,16:30
ORD-003089,2024-12-17,WH3,CUST-0138,57,standard,08:30,12:30
ORD-003090,2024-12-17,WH3,CUST-0190,98,standard,11:00,15:00
ORD-003091,2024-12-17,WH3,CUST-0156,119,standard,14:30,16:30
ORD-003092,2024-12-17,WH3,CUST-0190,127,standard,14:30,17:30
ORD-003093,2024-12-17,WH3,CUST-0155,22,urgent,13:30,16:30
ORD-003094,2024-12-17,WH3,CUST-0141,74,urgent,09:30,12:30
ORD-003095,2024-12-17,WH3,CUST-0147,62,standard,09:00,12:00
ORD-003096,2024-12-17,WH3,CUST-0177,42,urgent,12:30,16:30
ORD-003097,2024-12-17,WH3,CUST-0161,17,urgent,11:30,14:30
ORD-003098,2024-12-17,WH3,CUST-0159,83,standard,14:30,17:30
ORD-003099,2024-12-17,WH3,CUST-0187,63,urgent,13:30,17:30
ORD-003100,2024-12-17,WH3,CUST-0168,105,standard,09:00,13:00
ORD-003101,2024-12-17,WH3,CUST-0171,40,standard,09:30,11:30
ORD-003102,2024-12-17,WH3,CUST-0173,114,standard,13:30,15:30
ORD-003103,2024-12-17,WH3,CUST-0165,92,standard,14:30,17:30
ORD-003104,2024-12-17,WH3,CUST-0147,24,standard,09:00,12:00
ORD-003105,2024-12-17,WH3,CUST-0141,54,standard,09:00,13:00
ORD-003106,2024-12-17,WH3,CUST-0185,23,urgent,08:30,12:30
ORD-003107,2024-12-17,WH3,CUST-0197,57,standard,09:30,13:30
ORD-003108,2024-12-17,WH3,CUST-0154,38,standard,08:00,10:00
ORD-003109,2024-12-17,WH3,CUST-0141,27,urgent,10:00,12:00
ORD-003110,2024-12-17,WH3,CUST-0181,110,standard,11:00,14:00
ORD-003111,2024-12-17,WH3,CUST-0135,84,standard,12:30,16:30
ORD-003112,2024-12-17,WH3,CUST-0189,35,urgent,14:30,16:30
ORD-003113,2024-12-17,WH3,CUST-0146,88,standard,13:30,16:30
ORD-003114,2024-12-17,WH3,CUST-0172,40,urgent,08:00,11:00
ORD-003115,2024-12-17,WH3,CUST-0196,99,standard,13:00,15:00
ORD-003116,2024-12-17,WH3,CUST-0160,118,standard,12:00,14:00
ORD-003117,2024-12-17,WH3,CUST-0147,95,standard,08:00,12:00
ORD-003118,2024-12-17,WH3,CUST-0138,16,standard,08:30,11:30
ORD-003119,2024-12-18,WH1,CUST-0027,108,standard,12:00,16:00
ORD-003120,2024-12-18,WH1,CUST-0022,30,urgent,14:00,16:00
ORD-003121,2024-12-18,WH1,CUST-0038,109,standard,11:30,14:30
ORD-003122,2024-12-18,WH1,CUST-0011,89,standard,12:00,14:00
ORD-003123,2024-12-18,WH1,CUST-0061,60,standard,13:30,16:30
ORD-003124,2024-12-18,WH1,CUST-0015,36,standard,10:00,13:00
ORD-003125,2024-12-18,WH1,CUST-0040,54,urgent,08:00,10:00
ORD-003126,2024-12-18,WH1,CUST-0051,136,standard,12:30,14:30
ORD-003127,2024-12-18,WH1,CUST-0061,19,urgent,14:30,17:30
ORD-003128,2024-12-18,WH1,CUST-0063,46,urgent,09:00,12:00
ORD-003129,2024-12-18,WH1,CUST-0034,133,urgent,09:00,13:00
ORD-003130,2024-12-18,WH1,CUST-0012,81,standard,11:00,14:00
ORD-003131,2024-12-18,WH1,CUST-0050,39,urgent,12:00,15:00
ORD-003132,2024-12-18,WH1,CUST-0024,69,standard,13:00,16:00
ORD-003133,2024-12-18,WH1,CUST-0048,131,standard,10:00,12:00
ORD-003134,2024-12-18,WH1,CUST-0049,18,urgent,11:30,14:30
ORD-003135,2024-12-18,WH1,CUST-0048,23,standard,11:30,14:30
ORD-003136,2024-12-18,WH1,CUST-0024,73,urgent,13:00,15:00
ORD-003137,2024-12-18,WH1,CUST-0058,28,urgent,13:00,17:00
ORD-003138,2024-12-18,WH1,CUST-0006,131,standard,14:00,16:00
ORD-003139,2024-12-18,WH1,CUST-0034,21,standard,13:00,17:00
ORD-003140,2024-12-18,WH1,CUST-0057,118,standard,12:00,15:00
ORD-003141,2024-12-18,WH1,CUST-0060,83,urgent,09:00,13:00
ORD-003142,2024-12-18,WH1,CUST-0034,21,standard,11:30,15:30
ORD-003143,2024-12-18,WH1,CUST-0029,45,standard,09:00,12:00
ORD-003144,2024-12-18,WH1,CUST-0035,89,standard,08:30,10:30
ORD-003145,2024-12-18,WH1,CUST-0008,127,standard,12:00,14:00
ORD-003146,2024-12-18,WH1,CUST-0020,78,standard,11:00,15:00
ORD-003147,2024-12-18,WH1,CUST-0013,70,standard,08:30,10:30
ORD-003148,2024-12-18,WH1,CUST-0011,96,urgent,11:00,13:00
ORD-003149,2024-12-18,WH1,CUST-0045,70,standard,12:30,15:30
ORD-003150,2024-12-18,WH1,CUST-0053,95,standard,09:30,13:30
ORD-003151,2024-12-18,WH1,CUST-0030,99,standard,09:30,11:30
ORD-003152,2024-12-18,WH1,CUST-0008,84,standard,12:30,16:30
ORD-003153,2024-12-18,WH1,CUST-0050,107,standard,12:00,15:00
ORD-003154,2024-12-18,WH1,CUST-0067,58,standard,13:30,17:30
ORD-003155,2024-12-18,WH1,CUST-0054,27,urgent,11:00,14:00
ORD-003156,2024-12-18,WH1,CUST-0061,112,standard,12:00,15:00
ORD-003157,2024-12-18,WH1,CUST-0031,119,urgent,13:30,15:30
ORD-003158,2024-12-18,WH1,CUST-0061,71,standard,09:00,13:00
ORD-003159,2024-12-18,WH1,CUST-0039,101,standard,14:00,17:00
ORD-003160,2024-12-18,WH1,CUST-0011,55,standard,11:30,13:30
ORD-003161,2024-12-18,WH1,CUST-0051,89,urgent,12:00,14:00
ORD-003162,2024-12-18,WH1,CUST-0005,140,standard,12:30,14:30
ORD-003163,2024-12-18,WH2,CUST-0132,58,standard,09:00,12:00
ORD-003164,2024-12-18,WH2,CUST-0134,96,urgent,09:30,12:30
ORD-003165,2024-12-18,WH2,CUST-0086,128,standard,12:30,14:30
ORD-003166,2024-12-18,WH2,CUST-0083,113,standard,09:00,12:00
ORD-003167,2024-12-18,WH2,CUST-0125,81,standard,12:30,16:30
ORD-003168,2024-12-18,WH2,CUST-0090,21,urgent,10:30,12:30
ORD-003169,2024-12-18,WH2,CUST-0089,50,urgent,13:30,16:30
ORD-003170,2024-12-18,WH2,CUST-0095,23,standard,09:00,12:00
ORD-003171,2024-12-18,WH2,CUST-0092,16,standard,09:00,11:00
ORD-003172,2024-12-18,WH2,CUST-0084,136,standard,09:00,13:00
ORD-003173,2024-12-18,WH2,CUST-0073,42,standard,10:00,13:00
ORD-003174,2024-12-18,WH2,CUST-0122,89,standard,11:30,13:30
ORD-003175,2024-12-18,WH2,CUST-0078,88,standard,08:00,10:00
ORD-003176,2024-12-18,WH2,CUST-0123,32,standard,09:30,12:30
ORD-003177,2024-12-18,WH2,CUST-0093,89,standard,12:30,15:30
ORD-003178,2024-12-18,WH2,CUST-0086,52,standard,09:30,12:30
ORD-003179,2024-12-18,WH2,CUST-0101,95,standard,09:30,13:30
ORD-003180,2024-12-18,WH2,CUST-0108,134,standard,10:00,13:00
ORD-003181,2024-12-18,WH2,CUST-0076,72,standard,10:30,13:30
ORD-003182,2024-12-18,WH2,CUST-0079,78,standard,13:00,15:00
ORD-003183,2024-12-18,WH2,CUST-0117,54,standard,09:30,13:30
ORD-003184,2024-12-18,WH2,CUST-0118,135,standard,14:00,17:00
ORD-003185,2024-12-18,WH2,CUST-0109,105,standard,13:00,17:00
ORD-003186,2024-12-18,WH2,CUST-0103,119,standard,14:30,16:30
ORD-003187,2024-12-18,WH2,CUST-0134,51,standard,14:00,18:00
ORD-003188,2024-12-18,WH2,CUST-0126,71,urgent,13:00,17:00
ORD-003189,2024-12-18,WH2,CUST-0069,77,urgent,09:00,13:00
ORD-003190,2024-12-18,WH2,CUST-0134,101,standard,14:30,18:30
ORD-003191,2024-12-18,WH2,CUST-0121,121,standard,10:30,12:30
ORD-003192,2024-12-18,WH2,CUST-0082,135,standard,12:30,15:30
ORD-003193,2024-12-18,WH2,CUST-0121,140,standard,09:00,13:00
ORD-003194,2024-12-18,WH2,CUST-0087,37,standard,09:00,13:00
ORD-003195,2024-12-18,WH2,CUST-0086,138,standard,14:30,16:30
ORD-003196,2024-12-18,WH2,CUST-0080,93,standard,12:30,14:30
ORD-003197,2024-12-18,WH2,CUST-0081,58,standard,13:00,17:00
ORD-003198,2024-12-18,WH2,CUST-0080,40,standard,14:00,16:00
ORD-003199,2024-12-18,WH2,CUST-0104,100,standard,13:00,16:00
ORD-003200,2024-12-18,WH2,CUST-0112,52,standard,11:30,15:30
ORD-003201,2024-12-18,WH2,CUST-0120,75,standard,11:30,15:30
ORD-003202,2024-12-18,WH2,CUST-0101,135,urgent,09:00,11:00
ORD-003203,2024-12-18,WH2,CUST-0117,46,urgent,08:30,12:30
ORD-003204,2024-12-18,WH2,CUST-0130,110,standard,09:00,11:00
ORD-003205,2024-12-18,WH2,CUST-0128,136,standard,09:30,13:30
ORD-003206,2024-12-18,WH2,CUST-0072,54,urgent,11:00,15:00
ORD-003207,2024-12-18,WH2,CUST-0090,95,standard,08:00,12:00
ORD-003208,2024-12-18,WH2,CUST-0103,115,standard,12:30,16:30
ORD-003209,2024-12-18,WH2,CUST-0119,35,standard,09:00,11:00
ORD-003210,2024-12-18,WH2,CUST-0086,46,standard,09:00,11:00
ORD-003211,2024-12-18,WH2,CUST-0119,104,standard,11:00,14:00
ORD-003212,2024-12-18,WH2,CUST-0072,50,standard,14:30,17:30
