trip_id,date,vehicle_id,driver_id,warehouse_id,num_stops,total_distance_km,weather_condition,traffic_level,planned_duration_min,actual_duration_min
TRIP-00599,2024-09-17,TRK-008,DRV-017,WH2,24,251.8,clear,low,491,547
TRIP-00600,2024-08-28,TRK-015,DRV-024,WH3,5,51.2,fog,high,101,196
TRIP-00601,2024-10-30,TRK-015,DRV-018,WH3,17,158.3,fog,high,326,615
TRIP-00602,2024-12-08,TRK-003,DRV-001,WH1,9,113.7,clear,low,205,217
TRIP-00603,2024-08-20,TRK-001,DRV-006,WH1,14,142.5,clear,low,281,292
TRIP-00604,2024-07-25,TRK-009,DRV-013,WH2,12,106.1,clear,high,224,360
TRIP-00605,2024-07-05,TRK-006,DRV-017,WH2,22,207.4,clear,medium,424,560
TRIP-00606,2024-10-07,TRK-004,DRV-007,WH1,10,129.2,clear,low,231,211
TRIP-00607,2024-07-31,TRK-005,DRV-005,WH1,10,130.6,snow,medium,232,438
TRIP-00608,2024-10-02,TRK-007,DRV-012,WH2,13,146.7,rain,low,277,310
TRIP-00609,2024-08-21,TRK-012,DRV-019,WH3,8,54.1,clear,low,131,125
TRIP-00610,2024-08-14,TRK-008,DRV-010,WH2,9,125.1,rain,high,217,386
TRIP-00611,2024-10-19,TRK-013,DRV-019,WH3,12,148.1,clear,medium,270,336
TRIP-00612,2024-10-14,TRK-012,DRV-023,WH3,10,119.0,clear,high,220,355
TRIP-00613,2024-07-31,TRK-007,DRV-011,WH2,11,135.0,rain,low,246,288
TRIP-00614,2024-12-26,TRK-010,DRV-010,WH2,6,78.9,clear,medium,140,165
TRIP-00615,2024-10-23,TRK-009,DRV-010,WH2,15,161.8,clear,low,312,300
TRIP-00616,2024-12-09,TRK-004,DRV-004,WH1,17,190.3,clear,medium,361,401
TRIP-00617,2024-09-09,TRK-003,DRV-002,WH1,24,326.2,snow,low,572,855
TRIP-00618,2024-07-30,TRK-007,DRV-017,WH2,20,255.9,rain,medium,459,717
TRIP-00619,2024-08-31,TRK-002,DRV-003,WH1,8,99.7,clear,low,181,188
TRIP-00620,2024-10-21,TRK-007,DRV-012,WH2,14,169.5,clear,low,311,286
TRIP-00621,2024-11-15,TRK-004,DRV-007,WH1,13,110.3,clear,medium,237,299
TRIP-00622,2024-10-21,TRK-002,DRV-006,WH1,17,175.2,clear,medium,344,452
TRIP-00623,2024-08-01,TRK-011,DRV-022,WH3,18,182.2,clear,low,361,360
TRIP-00624,2024-09-23,TRK-009,DRV-013,WH2,8,74.3,fog,low,153,179
TRIP-00625,2024-08-27,TRK-001,DRV-006,WH1,18,169.6,clear,low,347,353
TRIP-00626,2024-08-20,TRK-011,DRV-024,WH3,20,162.3,clear,medium,357,502
TRIP-00627,2024-07-28,TRK-008,DRV-011,WH2,18,112.5,rain,medium,285,403
TRIP-00628,2024-10-04,TRK-003,DRV-006,WH1,25,208.4,rain,medium,452,606
TRIP-00629,2024-12-17,TRK-013,DRV-021,WH3,19,238.8,clear,medium,432,528
TRIP-00630,2024-12-12,TRK-001,DRV-003,WH1,14,113.3,rain,low,250,284
TRIP-00631,2024-10-26,TRK-012,DRV-021,WH3,24,175.8,fog,low,408,460
TRIP-00632,2024-09-19,TRK-015,DRV-023,WH3,11,89.1,rain,high,196,335
TRIP-00633,2024-07-15,TRK-005,DRV-003,WH1,16,193.0,clear,low,355,355
TRIP-00634,2024-10-05,TRK-013,DRV-023,WH3,13,145.3,clear,medium,276,316
TRIP-00635,2024-10-19,TRK-006,DRV-017,WH2,19,166.6,clear,high,353,608
TRIP-00636,2024-12-29,TRK-002,DRV-005,WH1,23,244.7,snow,low,474,661
TRIP-00637,2024-10-13,TRK-011,DRV-021,WH3,13,74.5,clear,medium,198,250
TRIP-00638,2024-10-24,TRK-011,DRV-020,WH3,19,200.9,rain,low,390,441
TRIP-00639,2024-08-25,TRK-009,DRV-014,WH2,6,53.4,clear,low,112,114
TRIP-00640,2024-11-12,TRK-005,DRV-001,WH1,13,92.2,clear,medium,218,289
TRIP-00641,2024-08-29,TRK-013,DRV-022,WH3,16,155.7,clear,low,314,328
TRIP-00642,2024-07-15,TRK-002,DRV-004,WH1,12,108.5,clear,low,226,221
TRIP-00643,2024-08-07,TRK-012,DRV-022,WH3,13,152.0,clear,medium,283,343
TRIP-00644,2024-11-17,TRK-012,DRV-021,WH3,20,220.9,clear,medium,421,548
TRIP-00645,2024-09-25,TRK-015,DRV-023,WH3,17,149.9,clear,medium,317,371
TRIP-00646,2024-10-16,TRK-013,DRV-020,WH3,13,157.0,fog,low,288,322
TRIP-00647,2024-08-29,TRK-001,DRV-006,WH1,7,58.6,rain,low,127,153
TRIP-00648,2024-12-27,TRK-006,DRV-011,WH2,23,256.0,clear,medium,486,642
TRIP-00649,2024-10-25,TRK-015,DRV-021,WH3,5,65.9,clear,low,117,117
TRIP-00650,2024-10-26,TRK-014,DRV-020,WH3,5,53.6,clear,medium,103,129
TRIP-00651,2024-07-27,TRK-007,DRV-017,WH2,12,112.5,clear,medium,231,304
TRIP-00652,2024-08-19,TRK-002,DRV-008,WH1,22,191.8,rain,low,407,485
TRIP-00653,2024-12-26,TRK-002,DRV-007,WH1,19,270.1,clear,low,466,455
TRIP-00654,2024-10-28,TRK-004,DRV-004,WH1,12,101.2,fog,high,218,445
TRIP-00655,2024-07-07,TRK-005,DRV-003,WH1,25,207.4,clear,low,451,422
TRIP-00656,2024-12-15,TRK-001,DRV-001,WH1,9,98.5,snow,low,188,265
TRIP-00657,2024-12-11,TRK-003,DRV-003,WH1,20,139.0,clear,medium,332,431
TRIP-00658,2024-09-28,TRK-001,DRV-009,WH1,22,214.6,fog,low,432,554
TRIP-00659,2024-08-14,TRK-004,DRV-008,WH1,6,49.0,clear,medium,107,131
TRIP-00660,2024-12-28,TRK-001,DRV-009,WH1,12,122.3,clear,medium,241,322
TRIP-00661,2024-11-20,TRK-001,DRV-002,WH1,17,224.9,clear,medium,398,485
TRIP-00662,2024-08-30,TRK-007,DRV-010,WH2,8,42.4,clear,low,118,115
TRIP-00663,2024-08-30,TRK-003,DRV-005,WH1,12,115.9,fog,medium,234,374
TRIP-00664,2024-08-16,TRK-011,DRV-025,WH3,18,242.2,snow,low,426,630
TRIP-00665,2024-12-08,TRK-008,DRV-011,WH2,7,67.3,clear,low,136,138
TRIP-00666,2024-08-18,TRK-001,DRV-003,WH1,17,121.3,clear,low,285,277
TRIP-00667,2024-12-21,TRK-004,DRV-003,WH1,6,47.1,rain,medium,105,167
TRIP-00668,2024-09-11,TRK-008,DRV-011,WH2,5,55.6,fog,medium,106,171
TRIP-00669,2024-08-11,TRK-006,DRV-010,WH2,15,111.4,rain,low,257,309
TRIP-00670,2024-11-03,TRK-004,DRV-008,WH1,23,199.0,rain,low,424,533
TRIP-00671,2024-07-27,TRK-008,DRV-012,WH2,13,121.7,clear,low,250,235
TRIP-00672,2024-11-07,TRK-008,DRV-015,WH2,13,102.6,clear,medium,229,278
TRIP-00673,2024-08-08,TRK-010,DRV-015,WH2,18,158.0,rain,medium,334,452
TRIP-00674,2024-11-21,TRK-004,DRV-007,WH1,25,255.8,clear,medium,504,667
TRIP-00675,2024-10-10,TRK-015,DRV-021,WH3,21,253.7,clear,medium,466,572
TRIP-00676,2024-12-30,TRK-015,DRV-021,WH3,18,196.4,clear,low,376,381
TRIP-00677,2024-11-23,TRK-001,DRV-006,WH1,18,241.8,clear,low,426,465
TRIP-00678,2024-10-04,TRK-001,DRV-006,WH1,12,152.6,fog,high,274,584
TRIP-00679,2024-08-09,TRK-003,DRV-008,WH1,22,263.2,rain,medium,485,680
TRIP-00680,2024-08-30,TRK-007,DRV-013,WH2,25,266.0,clear,low,515,491
TRIP-00681,2024-07-10,TRK-012,DRV-024,WH3,19,166.4,rain,low,353,377
TRIP-00682,2024-11-03,TRK-001,DRV-002,WH1,10,61.9,rain,high,158,298
TRIP-00683,2024-08-09,TRK-002,DRV-006,WH1,13,104.3,clear,low,231,240
TRIP-00684,2024-08-19,TRK-014,DRV-020,WH3,18,188.9,clear,low,368,354
TRIP-00685,2024-10-17,TRK-013,DRV-025,WH3,25,333.5,rain,low,589,717
TRIP-00686,2024-08-01,TRK-011,DRV-022,WH3,8,98.6,clear,high,180,290
TRIP-00687,2024-11-09,TRK-005,DRV-003,WH1,5,55.1,clear,low,105,103
TRIP-00688,2024-11-27,TRK-009,DRV-014,WH2,11,143.9,clear,medium,256,314
TRIP-00689,2024-07-27,TRK-007,DRV-014,WH2,25,275.5,clear,high,526,878
TRIP-00690,2024-12-09,TRK-002,DRV-007,WH1,22,232.8,clear,low,452,443
TRIP-00691,2024-12-28,TRK-015,DRV-019,WH3,14,117.4,clear,low,254,256
TRIP-00692,2024-08-15,TRK-014,DRV-024,WH3,9,89.7,clear,low,179,170
TRIP-00693,2024-07-31,TRK-007,DRV-014,WH2,8,97.4,clear,low,178,183
TRIP-00694,2024-09-14,TRK-006,DRV-013,WH2,7,71.1,clear,low,141,153
TRIP-00695,2024-09-21,TRK-005,DRV-001,WH1,17,102.9,clear,low,265,276
TRIP-00696,2024-07-25,TRK-002,DRV-005,WH1,14,103.6,snow,medium,239,403
TRIP-00697,2024-07-16,TRK-014,DRV-018,WH3,11,133.7,clear,high,245,403
TRIP-00698,2024-10-13,TRK-003,DRV-005,WH1,12,102.8,clear,low,220,230
TRIP-00699,2024-12-30,TRK-008,DRV-012,WH2,25,350.2,rain,low,607,707
TRIP-00700,2024-11-09,TRK-015,DRV-019,WH3,18,148.6,rain,low,324,375
TRIP-00701,2024-12-01,TRK-014,DRV-025,WH3,21,252.9,fog,low,465,571
TRIP-00702,2024-07-24,TRK-002,DRV-008,WH1,21,133.5,fog,low,335,383
TRIP-00703,2024-12-25,TRK-012,DRV-021,WH3,10,131.2,rain,medium,233,341
TRIP-00704,2024-12-06,TRK-005,DRV-009,WH1,15,145.8,rain,high,294,573
TRIP-00705,2024-09-28,TRK-009,DRV-012,WH2,23,308.2,clear,medium,543,653
TRIP-00706,2024-09-03,TRK-006,DRV-016,WH2,20,150.0,clear,medium,344,472
TRIP-00707,2024-07-28,TRK-002,DRV-008,WH1,17,228.7,rain,low,402,466
TRIP-00708,2024-11-08,TRK-010,DRV-011,WH2,18,168.3,clear,low,346,311
TRIP-00709,2024-09-13,TRK-007,DRV-011,WH2,23,169.3,clear,low,392,401
TRIP-00710,2024-09-08,TRK-002,DRV-008,WH1,18,129.4,snow,high,303,661
TRIP-00711,2024-11-26,TRK-007,DRV-011,WH2,17,118.1,clear,low,282,293
TRIP-00712,2024-12-09,TRK-009,DRV-016,WH2,21,264.8,fog,low,478,571
TRIP-00713,2024-10-07,TRK-010,DRV-015,WH2,13,77.8,clear,low,202,196
TRIP-00714,2024-12-09,TRK-008,DRV-010,WH2,13,180.1,snow,low,313,489
TRIP-00715,2024-08-12,TRK-005,DRV-001,WH1,17,177.2,fog,low,346,394
TRIP-00716,2024-07-22,TRK-005,DRV-007,WH1,14,143.1,clear,high,282,428
TRIP-00717,2024-10-31,TRK-011,DRV-023,WH3,21,152.7,clear,medium,356,460
TRIP-00718,2024-08-19,TRK-006,DRV-011,WH2,9,110.9,rain,high,202,379
TRIP-00719,2024-10-14,TRK-009,DRV-013,WH2,13,180.9,clear,low,314,335
TRIP-00720,2024-12-30,TRK-014,DRV-021,WH3,22,303.3,rain,low,529,637
TRIP-00721,2024-11-01,TRK-006,DRV-012,WH2,8,81.6,clear,low,161,161
TRIP-00722,2024-07-19,TRK-011,DRV-024,WH3,21,131.7,snow,low,333,464
TRIP-00723,2024-07-17,TRK-009,DRV-013,WH2,5,68.5,clear,low,120,111
TRIP-00724,2024-09-06,TRK-014,DRV-022,WH3,19,140.2,rain,low,324,405
TRIP-00725,2024-07-24,TRK-003,DRV-007,WH1,24,177.7,clear,medium,410,518
TRIP-00726,2024-12-22,TRK-010,DRV-013,WH2,25,163.9,fog,low,404,508
TRIP-00727,2024-09-29,TRK-001,DRV-007,WH1,9,101.7,snow,low,192,286
TRIP-00728,2024-11-04,TRK-003,DRV-007,WH1,19,213.6,clear,medium,404,570
TRIP-00729,2024-12-28,TRK-004,DRV-006,WH1,14,122.7,clear,medium,260,314
TRIP-00730,2024-07-23,TRK-015,DRV-021,WH3,19,241.9,rain,medium,435,627
TRIP-00731,2024-07-07,TRK-003,DRV-006,WH1,7,80.0,clear,medium,150,192
TRIP-00732,2024-08-02,TRK-004,DRV-006,WH1,13,156.7,rain,medium,288,424
TRIP-00733,2024-10-27,TRK-010,DRV-010,WH2,11,126.4,snow,high,237,568
TRIP-00734,2024-07-13,TRK-014,DRV-019,WH3,22,310.9,clear,high,537,760
TRIP-00735,2024-12-04,TRK-010,DRV-012,WH2,24,164.7,clear,low,396,387
TRIP-00736,2024-10-06,TRK-005,DRV-001,WH1,14,102.4,rain,low,238,290
TRIP-00737,2024-12-30,TRK-010,DRV-011,WH2,7,45.5,clear,high,113,193
TRIP-00738,2024-10-02,TRK-009,DRV-015,WH2,9,110.9,rain,low,202,211
TRIP-00739,2024-10-29,TRK-006,DRV-012,WH2,18,179.4,clear,low,358,330
TRIP-00740,2024-10-09,TRK-012,DRV-024,WH3,19,180.5,clear,medium,368,405
TRIP-00741,2024-12-30,TRK-014,DRV-022,WH3,12,160.9,rain,high,284,517
TRIP-00742,2024-07-26,TRK-001,DRV-002,WH1,23,256.4,rain,medium,487,748
TRIP-00743,2024-12-10,TRK-006,DRV-017,WH2,12,94.8,fog,low,211,245
TRIP-00744,2024-12-21,TRK-010,DRV-010,WH2,21,225.6,clear,low,435,441
TRIP-00745,2024-10-09,TRK-004,DRV-009,WH1,7,97.3,clear,high,169,265
TRIP-00746,2024-10-17,TRK-003,DRV-008,WH1,8,101.4,fog,medium,183,282
TRIP-00747,2024-10-07,TRK-014,DRV-018,WH3,6,52.1,rain,medium,111,170
TRIP-00748,2024-10-18,TRK-008,DRV-014,WH2,9,120.7,rain,low,213,246
TRIP-00749,2024-07-10,TRK-006,DRV-010,WH2,7,54.6,clear,low,123,122
TRIP-00750,2024-09-27,TRK-015,DRV-023,WH3,12,90.8,clear,medium,207,253
TRIP-00751,2024-08-22,TRK-007,DRV-016,WH2,13,139.5,clear,low,269,276
TRIP-00752,2024-08-05,TRK-005,DRV-007,WH1,7,44.4,snow,low,111,154
TRIP-00753,2024-09-23,TRK-012,DRV-024,WH3,14,149.0,clear,low,289,320
TRIP-00754,2024-08-03,TRK-002,DRV-009,WH1,21,129.4,rain,medium,330,511
TRIP-00755,2024-09-24,TRK-013,DRV-020,WH3,7,71.9,clear,low,141,147
TRIP-00756,2024-07-11,TRK-006,DRV-012,WH2,19,150.0,clear,medium,335,391
TRIP-00757,2024-07-10,TRK-005,DRV-007,WH1,9,75.3,rain,low,163,192
TRIP-00758,2024-09-03,TRK-008,DRV-012,WH2,9,99.2,rain,low,189,204
TRIP-00759,2024-10-08,TRK-005,DRV-004,WH1,6,67.2,rain,medium,127,193
TRIP-00760,2024-12-11,TRK-006,DRV-012,WH2,20,150.0,clear,high,344,540
TRIP-00761,2024-12-03,TRK-001,DRV-008,WH1,8,93.8,clear,low,174,157
TRIP-00762,2024-07-23,TRK-007,DRV-011,WH2,22,287.0,clear,low,511,524
TRIP-00763,2024-11-06,TRK-004,DRV-002,WH1,20,177.3,rain,low,373,472
TRIP-00764,2024-12-26,TRK-006,DRV-013,WH2,20,262.6,clear,high,466,792
TRIP-00765,2024-08-19,TRK-014,DRV-020,WH3,5,32.7,clear,high,81,136
TRIP-00766,2024-08-03,TRK-015,DRV-018,WH3,5,34.7,snow,high,83,195
TRIP-00767,2024-08-13,TRK-010,DRV-010,WH2,11,116.1,clear,low,226,215
TRIP-00768,2024-11-18,TRK-002,DRV-001,WH1,13,151.6,clear,medium,282,365
TRIP-00769,2024-08-02,TRK-002,DRV-006,WH1,25,197.4,fog,low,440,568
TRIP-00770,2024-12-28,TRK-002,DRV-002,WH1,5,24.9,snow,low,72,103
TRIP-00771,2024-10-01,TRK-007,DRV-011,WH2,12,172.9,rain,medium,297,458
TRIP-00772,2024-11-12,TRK-009,DRV-016,WH2,8,92.2,snow,high,173,377
TRIP-00773,2024-12-26,TRK-007,DRV-013,WH2,17,167.0,fog,medium,335,498
TRIP-00774,2024-08-15,TRK-006,DRV-014,WH2,13,87.4,rain,high,212,389
TRIP-00775,2024-10-20,TRK-009,DRV-017,WH2,19,242.8,clear,low,436,442
TRIP-00776,2024-12-06,TRK-010,DRV-011,WH2,24,245.9,clear,low,484,488
TRIP-00777,2024-10-27,TRK-008,DRV-011,WH2,17,196.2,clear,low,367,352
TRIP-00778,2024-09-17,TRK-013,DRV-024,WH3,18,215.4,clear,high,397,663
TRIP-00779,2024-07-11,TRK-013,DRV-024,WH3,5,69.5,clear,medium,121,133
TRIP-00780,2024-09-04,TRK-007,DRV-015,WH2,16,159.2,clear,medium,318,386
TRIP-00781,2024-08-04,TRK-007,DRV-015,WH2,12,73.6,clear,medium,188,231
TRIP-00782,2024-10-31,TRK-013,DRV-021,WH3,6,50.8,clear,low,109,109
TRIP-00783,2024-10-10,TRK-005,DRV-002,WH1,24,243.4,clear,low,482,433
TRIP-00784,2024-09-13,TRK-001,DRV-009,WH1,10,81.7,rain,high,179,348
TRIP-00785,2024-12-25,TRK-011,DRV-024,WH3,21,277.2,rain,low,491,580
TRIP-00786,2024-07-16,TRK-007,DRV-013,WH2,15,137.5,rain,medium,285,363
TRIP-00787,2024-08-04,TRK-009,DRV-011,WH2,9,104.0,clear,medium,194,271
TRIP-00788,2024-11-28,TRK-014,DRV-021,WH3,16,147.7,clear,low,305,301
TRIP-00789,2024-09-14,TRK-011,DRV-025,WH3,5,72.7,clear,high,124,196
TRIP-00790,2024-07-14,TRK-005,DRV-009,WH1,17,236.2,clear,low,411,410
TRIP-00791,2024-09-19,TRK-006,DRV-016,WH2,5,28.6,clear,medium,76,107
TRIP-00792,2024-11-07,TRK-006,DRV-015,WH2,8,100.4,clear,low,182,196
TRIP-00793,2024-12-15,TRK-014,DRV-025,WH3,5,31.1,snow,low,79,109
TRIP-00794,2024-07-11,TRK-010,DRV-011,WH2,6,66.2,clear,medium,126,158
TRIP-00795,2024-12-27,TRK-001,DRV-006,WH1,23,247.0,rain,low,476,581
TRIP-00796,2024-11-18,TRK-002,DRV-006,WH1,20,227.3,snow,high,428,967
TRIP-00797,2024-08-01,TRK-003,DRV-001,WH1,8,53.4,clear,low,130,141
TRIP-00798,2024-09-11,TRK-008,DRV-016,WH2,11,87.8,rain,high,195,339
TRIP-00799,2024-08-05,TRK-014,DRV-019,WH3,24,222.0,clear,low,458,453
TRIP-00800,2024-12-22,TRK-014,DRV-025,WH3,20,263.2,clear,medium,467,646
TRIP-00801,2024-09-13,TRK-014,DRV-025,WH3,14,118.3,clear,medium,255,308
TRIP-00802,2024-09-17,TRK-001,DRV-005,WH1,24,202.7,rain,low,437,456
TRIP-00803,2024-07-23,TRK-002,DRV-002,WH1,6,51.6,snow,low,110,150
TRIP-00804,2024-10-10,TRK-002,DRV-008,WH1,22,201.7,clear,low,418,423
TRIP-00805,2024-11-12,TRK-005,DRV-009,WH1,13,96.2,fog,medium,222,352
TRIP-00806,2024-11-10,TRK-009,DRV-012,WH2,9,114.2,clear,low,206,217
TRIP-00807,2024-12-09,TRK-009,DRV-017,WH2,11,95.8,clear,medium,204,239
TRIP-00808,2024-10-20,TRK-001,DRV-005,WH1,8,109.4,clear,low,191,191
TRIP-00809,2024-10-30,TRK-011,DRV-020,WH3,18,166.2,fog,medium,343,498
TRIP-00810,2024-08-20,TRK-001,DRV-008,WH1,25,282.1,clear,medium,533,643
TRIP-00811,2024-09-09,TRK-014,DRV-023,WH3,13,174.7,clear,medium,308,385
TRIP-00812,2024-08-11,TRK-009,DRV-013,WH2,24,212.6,clear,low,448,455
TRIP-00813,2024-09-11,TRK-006,DRV-017,WH2,23,251.0,clear,low,481,454
TRIP-00814,2024-09-17,TRK-009,DRV-013,WH2,18,207.2,clear,low,388,386
TRIP-00815,2024-11-13,TRK-010,DRV-017,WH2,18,241.0,clear,medium,425,610
TRIP-00816,2024-08-29,TRK-012,DRV-019,WH3,16,156.3,clear,high,315,539
TRIP-00817,2024-07-20,TRK-013,DRV-021,WH3,16,183.0,clear,low,344,339
TRIP-00818,2024-10-12,TRK-014,DRV-024,WH3,7,44.1,clear,medium,111,141
TRIP-00819,2024-08-25,TRK-013,DRV-025,WH3,11,144.0,clear,low,256,252
TRIP-00820,2024-07-04,TRK-013,DRV-022,WH3,22,292.2,clear,medium,517,652
TRIP-00821,2024-09-20,TRK-015,DRV-025,WH3,13,130.0,fog,medium,259,387
TRIP-00822,2024-08-15,TRK-003,DRV-002,WH1,15,165.5,clear,high,316,458
TRIP-00823,2024-10-21,TRK-001,DRV-008,WH1,20,179.5,clear,low,376,342
TRIP-00824,2024-12-24,TRK-006,DRV-012,WH2,17,160.1,rain,low,328,389
TRIP-00825,2024-11-06,TRK-009,DRV-010,WH2,21,203.5,fog,medium,411,630
TRIP-00826,2024-08-31,TRK-001,DRV-005,WH1,9,122.1,clear,low,214,216
TRIP-00827,2024-09-19,TRK-001,DRV-002,WH1,17,157.9,rain,low,325,352
TRIP-00828,2024-12-20,TRK-008,DRV-014,WH2,14,89.0,clear,low,223,237
TRIP-00829,2024-09-27,TRK-003,DRV-005,WH1,11,94.2,fog,medium,202,327
TRIP-00830,2024-09-11,TRK-014,DRV-019,WH3,19,160.4,rain,medium,346,520
TRIP-00831,2024-08-29,TRK-002,DRV-007,WH1,9,66.9,rain,low,154,170
TRIP-00832,2024-11-28,TRK-006,DRV-013,WH2,20,126.9,rain,high,318,628
TRIP-00833,2024-08-22,TRK-007,DRV-011,WH2,22,204.3,fog,low,421,495
TRIP-00834,2024-10-27,TRK-003,DRV-009,WH1,7,82.7,snow,high,153,345
TRIP-00835,2024-09-26,TRK-003,DRV-006,WH1,10,85.3,clear,low,183,171
TRIP-00836,2024-07-14,TRK-008,DRV-013,WH2,9,118.2,clear,medium,210,269
TRIP-00837,2024-10-28,TRK-011,DRV-024,WH3,8,108.3,clear,medium,190,231
TRIP-00838,2024-07-06,TRK-008,DRV-011,WH2,10,129.6,clear,medium,231,294
TRIP-00839,2024-12-10,TRK-007,DRV-014,WH2,5,51.9,clear,low,102,100
TRIP-00840,2024-09-17,TRK-008,DRV-011,WH2,14,178.5,clear,low,321,316
TRIP-00841,2024-07-17,TRK-010,DRV-011,WH2,25,202.3,clear,low,446,520
TRIP-00842,2024-09-06,TRK-006,DRV-010,WH2,5,48.4,clear,high,98,152
TRIP-00843,2024-07-26,TRK-015,DRV-020,WH3,5,46.5,rain,low,96,114
TRIP-00844,2024-11-30,TRK-012,DRV-024,WH3,14,125.4,fog,low,263,323
TRIP-00845,2024-09-05,TRK-004,DRV-006,WH1,24,195.8,rain,medium,430,632
TRIP-00846,2024-09-08,TRK-009,DRV-011,WH2,25,303.8,fog,medium,556,788
TRIP-00847,2024-12-24,TRK-005,DRV-007,WH1,9,115.7,fog,medium,207,315
TRIP-00848,2024-08-07,TRK-002,DRV-005,WH1,23,305.9,clear,low,541,563
TRIP-00849,2024-11-26,TRK-006,DRV-014,WH2,11,107.6,fog,medium,216,329
TRIP-00850,2024-07-28,TRK-004,DRV-007,WH1,19,172.0,clear,low,359,349
TRIP-00851,2024-10-31,TRK-010,DRV-015,WH2,20,248.0,clear,medium,451,582
TRIP-00852,2024-11-24,TRK-009,DRV-010,WH2,11,134.2,clear,medium,245,307
TRIP-00853,2024-09-04,TRK-002,DRV-005,WH1,19,152.6,clear,low,337,391
TRIP-00854,2024-07-17,TRK-015,DRV-022,WH3,13,106.6,rain,low,233,298
TRIP-00855,2024-11-13,TRK-006,DRV-017,WH2,8,88.8,clear,low,169,171
TRIP-00856,2024-09-27,TRK-003,DRV-002,WH1,19,173.8,clear,medium,361,500
TRIP-00857,2024-07-19,TRK-014,DRV-023,WH3,6,71.3,clear,medium,132,171
TRIP-00858,2024-11-13,TRK-011,DRV-021,WH3,16,123.1,clear,medium,278,361
TRIP-00859,2024-12-23,TRK-007,DRV-013,WH2,8,62.4,rain,low,140,163
TRIP-00860,2024-11-05,TRK-013,DRV-018,WH3,14,185.9,rain,low,329,396
TRIP-00861,2024-12-05,TRK-001,DRV-003,WH1,17,223.6,fog,medium,397,572
TRIP-00862,2024-11-02,TRK-002,DRV-002,WH1,25,290.0,clear,medium,541,664
TRIP-00863,2024-09-18,TRK-006,DRV-011,WH2,11,147.9,clear,high,260,404
TRIP-00864,2024-12-07,TRK-005,DRV-005,WH1,18,198.4,rain,high,378,661
TRIP-00865,2024-08-10,TRK-011,DRV-024,WH3,15,191.7,rain,low,344,364
TRIP-00866,2024-11-11,TRK-012,DRV-020,WH3,23,259.7,rain,medium,490,614
TRIP-00867,2024-09-16,TRK-009,DRV-014,WH2,8,68.7,rain,high,147,254
TRIP-00868,2024-10-12,TRK-008,DRV-014,WH2,5,54.4,clear,medium,104,127
TRIP-00869,2024-08-10,TRK-009,DRV-016,WH2,5,55.7,clear,medium,106,132
TRIP-00870,2024-11-29,TRK-014,DRV-018,WH3,8,87.7,clear,medium,168,211
TRIP-00871,2024-07-14,TRK-015,DRV-025,WH3,17,223.4,fog,low,397,494
TRIP-00872,2024-09-12,TRK-004,DRV-008,WH1,20,144.2,clear,low,337,306
TRIP-00873,2024-10-01,TRK-015,DRV-021,WH3,15,199.5,fog,medium,353,597
TRIP-00874,2024-12-18,TRK-011,DRV-020,WH3,9,120.1,clear,medium,212,265
TRIP-00875,2024-08-08,TRK-013,DRV-025,WH3,20,198.5,clear,medium,397,495
TRIP-00876,2024-12-16,TRK-009,DRV-011,WH2,16,201.7,clear,high,364,613
TRIP-00877,2024-08-06,TRK-012,DRV-022,WH3,12,80.7,rain,medium,196,294
TRIP-00878,2024-07-21,TRK-013,DRV-024,WH3,13,109.6,clear,high,237,395
TRIP-00879,2024-12-21,TRK-002,DRV-002,WH1,8,72.7,clear,high,151,237
TRIP-00880,2024-09-02,TRK-008,DRV-013,WH2,22,181.5,clear,high,396,600
TRIP-00881,2024-07-20,TRK-014,DRV-024,WH3,14,187.1,clear,low,330,314
TRIP-00882,2024-10-07,TRK-001,DRV-008,WH1,15,136.0,clear,high,283,440
TRIP-00883,2024-12-29,TRK-003,DRV-002,WH1,6,69.3,clear,low,130,146
TRIP-00884,2024-08-23,TRK-015,DRV-021,WH3,25,232.7,clear,low,479,458
TRIP-00885,2024-08-14,TRK-007,DRV-013,WH2,7,50.8,clear,medium,118,145
TRIP-00886,2024-12-12,TRK-001,DRV-001,WH1,6,41.9,snow,low,100,140
TRIP-00887,2024-10-04,TRK-002,DRV-001,WH1,16,140.3,rain,medium,297,420
TRIP-00888,2024-12-25,TRK-003,DRV-003,WH1,19,192.4,rain,high,381,626
TRIP-00889,2024-08-21,TRK-015,DRV-025,WH3,23,172.2,rain,medium,395,589
TRIP-00890,2024-10-03,TRK-010,DRV-015,WH2,14,109.2,clear,medium,245,329
TRIP-00891,2024-10-21,TRK-001,DRV-008,WH1,5,43.7,rain,high,93,149
TRIP-00892,2024-11-13,TRK-011,DRV-020,WH3,25,326.9,clear,low,582,572
TRIP-00893,2024-09-26,TRK-001,DRV-009,WH1,20,135.1,clear,medium,327,378
TRIP-00894,2024-10-03,TRK-008,DRV-016,WH2,17,153.2,clear,high,320,504
TRIP-00895,2024-11-13,TRK-006,DRV-013,WH2,13,140.3,snow,medium,270,524
TRIP-00896,2024-11-20,TRK-010,DRV-010,WH2,19,117.2,rain,low,299,315
TRIP-00897,2024-07-12,TRK-008,DRV-010,WH2,17,176.8,clear,low,346,344
TRIP-00898,2024-08-25,TRK-006,DRV-012,WH2,11,149.6,clear,medium,262,315
