trip_id,driver_id,vehicle_id,date,distance_km,fuel_used_liters,harsh_braking_events,harsh_acceleration_events,avg_speed_kmph,idle_time_minutes
TRIP-00617,DRV-020,TRK-014,2024-07-08,84.2,7.34,2,1,68.0,40
TRIP-00618,DRV-024,TRK-014,2024-03-21,38.4,3.29,1,0,57.1,15
TRIP-00619,DRV-009,TRK-005,2024-12-04,171.1,13.0,5,5,66.5,26
TRIP-00620,DRV-019,TRK-014,2024-01-04,138.2,12.66,2,2,63.2,29
TRIP-00621,DRV-011,TRK-008,2024-07-10,225.5,20.63,2,6,56.8,14
TRIP-00622,DRV-008,TRK-002,2024-12-25,133.4,11.16,3,4,62.1,11
TRIP-00623,DRV-025,TRK-014,2024-01-24,164.3,14.11,5,2,59.3,23
TRIP-00624,DRV-015,TRK-006,2024-01-28,131.5,14.06,2,1,71.3,20
TRIP-00625,DRV-019,TRK-014,2024-04-02,159.6,12.98,3,4,51.9,10
TRIP-00626,DRV-025,TRK-014,2024-11-21,61.2,5.52,1,0,57.2,19
TRIP-00627,DRV-009,TRK-002,2024-02-21,18.0,1.55,0,1,61.4,33
TRIP-00628,DRV-013,TRK-006,2024-02-10,131.8,17.33,8,4,65.1,9
TRIP-00629,DRV-001,TRK-004,2024-05-29,113.3,8.34,3,2,63.0,24
TRIP-00630,DRV-022,TRK-012,2024-07-07,133.9,15.15,3,2,54.5,30
TRIP-00631,DRV-017,TRK-008,2024-04-19,158.3,13.74,4,5,67.6,31
TRIP-00632,DRV-010,TRK-008,2024-11-22,157.9,12.33,3,1,63.9,5
TRIP-00633,DRV-001,TRK-002,2024-01-28,18.0,1.46,0,0,71.2,27
TRIP-00634,DRV-008,TRK-002,2024-04-30,164.7,14.36,7,3,71.8,30
TRIP-00635,DRV-016,TRK-008,2024-03-29,131.3,10.62,3,3,64.0,11
TRIP-00636,DRV-016,TRK-009,2024-10-09,118.8,9.97,3,1,74.1,22
TRIP-00637,DRV-002,TRK-004,2024-06-07,254.4,17.14,4,3,71.0,44
TRIP-00638,DRV-025,TRK-014,2024-03-23,99.7,8.08,0,2,61.9,7
TRIP-00639,DRV-025,TRK-015,2024-03-29,86.1,11.06,2,2,70.0,23
TRIP-00640,DRV-011,TRK-007,2024-09-28,208.9,16.62,3,0,67.2,12
TRIP-00641,DRV-019,TRK-013,2024-11-30,63.2,5.45,0,1,63.3,14
TRIP-00642,DRV-023,TRK-014,2024-03-16,172.0,12.96,2,6,61.6,35
TRIP-00643,DRV-020,TRK-015,2024-09-10,173.2,22.28,4,6,70.4,12
TRIP-00644,DRV-002,TRK-004,2024-09-19,137.8,9.21,2,3,70.9,6
TRIP-00645,DRV-020,TRK-014,2024-06-21,53.9,4.32,2,2,54.8,30
TRIP-00646,DRV-022,TRK-013,2024-02-06,27.0,2.06,1,2,56.6,15
TRIP-00647,DRV-009,TRK-005,2024-05-01,225.0,17.84,5,6,60.2,26
TRIP-00648,DRV-006,TRK-002,2024-04-29,116.3,9.26,1,1,65.8,22
TRIP-00649,DRV-024,TRK-011,2024-01-18,75.3,6.46,3,2,63.4,35
TRIP-00650,DRV-014,TRK-007,2024-09-10,163.1,12.11,2,1,54.5,19
TRIP-00651,DRV-008,TRK-003,2024-03-31,53.4,5.85,2,1,60.7,15
TRIP-00652,DRV-009,TRK-002,2024-02-21,143.9,12.13,4,2,71.6,29
TRIP-00653,DRV-007,TRK-005,2024-06-03,67.3,5.29,3,0,69.4,28
TRIP-00654,DRV-002,TRK-005,2024-09-18,118.5,9.33,1,0,72.2,29
TRIP-00655,DRV-002,TRK-004,2024-03-20,146.4,10.04,2,4,70.1,20
TRIP-00656,DRV-009,TRK-005,2024-10-15,107.3,8.75,3,1,63.8,25
TRIP-00657,DRV-021,TRK-014,2024-08-29,78.3,6.09,2,1,59.9,28
TRIP-00658,DRV-007,TRK-002,2024-11-08,245.3,18.16,12,9,64.0,31
TRIP-00659,DRV-008,TRK-003,2024-04-25,18.0,2.04,1,0,63.6,23
TRIP-00660,DRV-021,TRK-014,2024-04-14,129.4,10.26,3,4,59.2,12
TRIP-00661,DRV-024,TRK-013,2024-02-06,123.9,9.01,2,1,56.8,30
TRIP-00662,DRV-015,TRK-006,2024-03-25,79.6,8.62,0,1,72.0,28
TRIP-00663,DRV-025,TRK-012,2024-02-28,77.8,8.93,4,1,57.3,15
TRIP-00664,DRV-007,TRK-005,2024-01-28,71.5,5.5,2,0,58.3,27
TRIP-00665,DRV-024,TRK-012,2024-04-16,168.4,18.11,6,0,53.0,17
TRIP-00666,DRV-002,TRK-004,2024-03-12,164.2,10.76,2,6,72.0,17
TRIP-00667,DRV-023,TRK-013,2024-10-23,137.1,9.0,2,3,64.2,9
TRIP-00668,DRV-007,TRK-005,2024-09-24,122.1,8.95,5,6,64.9,29
TRIP-00669,DRV-023,TRK-013,2024-11-23,124.4,7.85,1,2,46.4,24
TRIP-00670,DRV-005,TRK-004,2024-10-11,49.8,3.41,1,1,70.9,25
TRIP-00671,DRV-023,TRK-012,2024-03-19,145.1,14.22,3,1,50.7,25
TRIP-00672,DRV-020,TRK-014,2024-02-06,172.1,14.08,4,0,51.9,23
TRIP-00673,DRV-017,TRK-008,2024-10-19,229.7,20.06,7,4,60.1,9
TRIP-00674,DRV-019,TRK-014,2024-06-26,50.4,4.48,3,1,58.1,24
TRIP-00675,DRV-002,TRK-003,2024-04-13,122.2,13.63,2,2,61.4,26
TRIP-00676,DRV-011,TRK-009,2024-07-18,142.4,15.3,3,1,72.6,34
TRIP-00677,DRV-019,TRK-014,2024-12-11,115.0,10.65,2,2,59.9,36
TRIP-00678,DRV-007,TRK-003,2024-01-25,116.0,11.02,2,4,58.9,26
TRIP-00679,DRV-011,TRK-009,2024-05-10,73.5,8.03,0,1,80.8,26
TRIP-00680,DRV-006,TRK-002,2024-08-26,109.4,8.14,1,2,64.9,31
TRIP-00681,DRV-012,TRK-009,2024-03-24,134.9,13.81,4,4,75.6,11
TRIP-00682,DRV-009,TRK-004,2024-11-08,147.0,10.33,12,3,74.0,21
TRIP-00683,DRV-001,TRK-002,2024-03-13,103.6,8.04,3,0,65.1,20
TRIP-00684,DRV-009,TRK-005,2024-10-05,91.7,7.63,1,3,65.2,29
TRIP-00685,DRV-009,TRK-005,2024-02-01,98.1,7.92,5,1,66.7,30
TRIP-00686,DRV-006,TRK-005,2024-01-26,78.3,5.86,1,2,65.7,10
TRIP-00687,DRV-011,TRK-006,2024-06-03,96.1,10.98,0,0,63.3,30
TRIP-00688,DRV-007,TRK-005,2024-11-11,122.2,9.25,5,4,56.2,25
TRIP-00689,DRV-023,TRK-014,2024-07-12,83.4,5.94,2,2,55.3,1
TRIP-00690,DRV-016,TRK-007,2024-04-05,162.6,10.44,3,6,61.3,13
TRIP-00691,DRV-018,TRK-013,2024-01-02,83.1,5.84,0,2,68.6,16
TRIP-00692,DRV-022,TRK-012,2024-12-01,158.1,16.93,3,5,52.7,43
TRIP-00693,DRV-005,TRK-003,2024-12-01,155.4,17.37,5,6,55.8,43
TRIP-00694,DRV-015,TRK-009,2024-09-25,80.7,8.91,0,0,80.7,21
TRIP-00695,DRV-019,TRK-012,2024-11-10,94.6,10.06,3,1,61.6,17
TRIP-00696,DRV-009,TRK-005,2024-01-29,172.9,14.21,6,3,61.6,40
TRIP-00697,DRV-004,TRK-002,2024-11-28,96.5,7.83,1,4,67.6,12
TRIP-00698,DRV-020,TRK-014,2024-03-03,97.1,7.84,1,3,50.5,33
TRIP-00699,DRV-008,TRK-005,2024-01-31,130.4,10.51,1,5,56.0,27
TRIP-00700,DRV-021,TRK-013,2024-12-24,127.2,11.06,0,2,64.1,11
TRIP-00701,DRV-002,TRK-003,2024-12-26,144.3,17.23,5,6,62.8,20
TRIP-00702,DRV-006,TRK-002,2024-10-19,48.7,3.92,0,0,74.7,32
TRIP-00703,DRV-023,TRK-015,2024-06-21,96.0,10.23,0,0,68.6,11
TRIP-00704,DRV-019,TRK-013,2024-06-04,151.0,12.15,5,2,59.6,27
TRIP-00705,DRV-014,TRK-006,2024-10-26,108.4,11.88,5,1,68.6,33
TRIP-00706,DRV-021,TRK-015,2024-10-12,61.0,6.7,3,1,69.5,6
TRIP-00707,DRV-016,TRK-006,2024-02-22,18.6,1.86,0,0,63.0,26
TRIP-00708,DRV-018,TRK-012,2024-09-05,73.5,7.28,2,0,58.6,20
TRIP-00709,DRV-005,TRK-003,2024-09-12,96.4,10.28,2,1,64.5,31
TRIP-00710,DRV-018,TRK-012,2024-04-27,111.7,11.05,2,3,54.9,17
TRIP-00711,DRV-003,TRK-005,2024-04-01,144.2,11.84,2,3,66.8,25
TRIP-00712,DRV-014,TRK-006,2024-11-30,144.5,16.34,1,2,58.7,11
TRIP-00713,DRV-005,TRK-004,2024-09-06,88.4,5.77,4,5,63.1,37
TRIP-00714,DRV-006,TRK-005,2024-08-01,164.8,11.97,0,1,62.1,16
TRIP-00715,DRV-023,TRK-013,2024-08-23,118.1,8.15,3,1,65.3,15
TRIP-00716,DRV-018,TRK-014,2024-08-05,22.1,1.82,1,0,59.9,48
TRIP-00717,DRV-003,TRK-003,2024-10-16,97.9,11.83,3,9,63.2,31
TRIP-00718,DRV-020,TRK-013,2024-08-31,175.8,13.19,3,5,53.5,20
TRIP-00719,DRV-007,TRK-001,2024-06-15,244.5,15.89,11,9,60.4,23
TRIP-00720,DRV-011,TRK-010,2024-01-14,103.3,7.47,1,1,63.8,0
TRIP-00721,DRV-020,TRK-014,2024-03-12,89.6,7.6,2,3,52.7,27
TRIP-00722,DRV-010,TRK-006,2024-05-10,107.7,11.77,3,0,66.5,0
TRIP-00723,DRV-011,TRK-008,2024-05-24,43.8,3.71,0,1,56.6,20
TRIP-00724,DRV-013,TRK-009,2024-10-07,18.0,2.02,3,0,67.8,34
TRIP-00725,DRV-007,TRK-004,2024-12-10,123.8,8.61,7,7,73.0,36
TRIP-00726,DRV-024,TRK-012,2024-10-07,108.2,10.8,2,3,54.7,36
TRIP-00727,DRV-008,TRK-005,2024-07-16,181.6,15.44,6,3,62.7,28
TRIP-00728,DRV-015,TRK-010,2024-08-23,151.5,10.17,3,1,60.9,7
TRIP-00729,DRV-012,TRK-010,2024-03-25,96.2,6.42,2,4,63.5,23
TRIP-00730,DRV-006,TRK-003,2024-10-19,87.5,9.26,2,0,63.2,12
TRIP-00731,DRV-022,TRK-014,2024-12-08,117.1,10.48,7,8,50.9,21
TRIP-00732,DRV-006,TRK-002,2024-10-09,100.0,8.1,3,0,66.5,19
TRIP-00733,DRV-019,TRK-013,2024-11-13,40.3,3.19,1,0,67.9,25
TRIP-00734,DRV-001,TRK-003,2024-07-19,154.9,16.85,5,1,69.7,19
TRIP-00735,DRV-003,TRK-005,2024-01-18,121.8,9.57,2,1,61.5,27
TRIP-00736,DRV-012,TRK-009,2024-01-14,194.7,19.14,4,3,75.8,34
TRIP-00737,DRV-010,TRK-006,2024-09-18,130.2,13.6,3,1,59.1,9
TRIP-00738,DRV-019,TRK-015,2024-12-23,102.6,12.46,1,3,68.2,14
TRIP-00739,DRV-014,TRK-006,2024-08-31,89.9,9.69,0,3,72.4,19
TRIP-00740,DRV-008,TRK-004,2024-05-12,91.2,6.53,2,6,73.9,21
TRIP-00741,DRV-024,TRK-013,2024-03-06,193.1,13.99,6,4,57.5,26
TRIP-00742,DRV-025,TRK-014,2024-04-20,88.6,7.53,1,1,54.9,18
TRIP-00743,DRV-008,TRK-003,2024-06-04,83.8,9.33,1,5,53.9,27
TRIP-00744,DRV-024,TRK-014,2024-09-23,112.3,9.43,2,5,53.0,21
TRIP-00745,DRV-005,TRK-003,2024-06-14,148.6,16.22,4,3,61.0,29
TRIP-00746,DRV-004,TRK-003,2024-07-01,148.5,15.16,3,3,68.0,0
TRIP-00747,DRV-019,TRK-014,2024-09-22,105.3,9.3,1,2,58.4,30
TRIP-00748,DRV-023,TRK-014,2024-09-24,112.1,8.38,2,1,61.3,7
TRIP-00749,DRV-024,TRK-013,2024-03-24,41.3,3.08,3,0,63.1,15
TRIP-00750,DRV-019,TRK-014,2024-04-10,136.9,12.14,3,4,65.9,33
TRIP-00751,DRV-005,TRK-002,2024-05-08,101.6,8.43,3,6,62.1,21
TRIP-00752,DRV-008,TRK-003,2024-04-29,124.0,13.78,4,3,60.0,20
TRIP-00753,DRV-022,TRK-012,2024-10-03,157.6,17.53,7,5,48.6,30
TRIP-00754,DRV-018,TRK-015,2024-07-10,124.5,13.7,3,1,66.2,29
TRIP-00755,DRV-004,TRK-005,2024-11-21,133.6,10.57,4,1,72.3,17
TRIP-00756,DRV-016,TRK-009,2024-07-06,181.4,17.19,1,3,71.5,18
TRIP-00757,DRV-001,TRK-003,2024-02-25,174.0,18.2,1,6,65.5,29
TRIP-00758,DRV-018,TRK-012,2024-04-30,68.9,7.25,1,1,48.5,30
TRIP-00759,DRV-004,TRK-005,2024-11-12,108.8,8.69,1,1,70.7,16
TRIP-00760,DRV-022,TRK-014,2024-07-12,110.4,9.34,3,3,53.9,30
TRIP-00761,DRV-004,TRK-003,2024-03-24,73.6,8.15,4,1,56.4,23
TRIP-00762,DRV-020,TRK-014,2024-05-24,151.7,13.31,4,4,55.2,16
TRIP-00763,DRV-005,TRK-002,2024-06-12,93.4,7.26,2,3,63.5,34
TRIP-00764,DRV-005,TRK-004,2024-01-24,70.2,4.84,5,2,76.9,37
TRIP-00765,DRV-023,TRK-014,2024-05-15,18.0,1.41,0,0,60.6,2
TRIP-00766,DRV-019,TRK-013,2024-08-30,103.2,7.93,6,2,63.2,24
TRIP-00767,DRV-018,TRK-013,2024-06-07,38.2,2.82,1,1,71.8,14
TRIP-00768,DRV-017,TRK-007,2024-06-14,146.6,11.09,3,5,53.3,20
TRIP-00769,DRV-007,TRK-003,2024-10-13,74.3,7.44,0,2,64.4,9
TRIP-00770,DRV-003,TRK-003,2024-08-20,144.4,15.79,9,2,62.6,18
TRIP-00771,DRV-003,TRK-003,2024-04-26,182.1,19.94,9,3,62.1,18
TRIP-00772,DRV-024,TRK-013,2024-11-20,182.6,13.09,9,7,64.1,28
TRIP-00773,DRV-021,TRK-013,2024-01-27,60.5,3.91,2,1,67.6,30
TRIP-00774,DRV-009,TRK-003,2024-11-02,162.4,18.65,4,7,60.3,12
TRIP-00775,DRV-009,TRK-003,2024-03-19,269.9,30.6,8,5,65.3,36
TRIP-00776,DRV-006,TRK-005,2024-01-12,91.1,6.96,4,3,66.1,25
TRIP-00777,DRV-011,TRK-008,2024-10-20,179.7,16.23,3,1,68.6,5
TRIP-00778,DRV-007,TRK-002,2024-04-12,77.5,5.93,1,3,63.7,36
TRIP-00779,DRV-001,TRK-003,2024-01-26,154.4,16.95,2,2,64.6,19
TRIP-00780,DRV-016,TRK-007,2024-01-12,116.9,7.76,5,1,59.3,17
TRIP-00781,DRV-018,TRK-014,2024-08-25,75.2,5.47,1,1,54.8,20
TRIP-00782,DRV-025,TRK-013,2024-07-06,183.9,13.8,7,3,54.5,20
TRIP-00783,DRV-019,TRK-013,2024-05-26,27.2,2.03,4,0,67.3,12
TRIP-00784,DRV-015,TRK-009,2024-01-21,115.0,11.72,2,2,63.9,18
TRIP-00785,DRV-024,TRK-015,2024-02-08,181.4,22.81,5,9,66.4,15
TRIP-00786,DRV-007,TRK-003,2024-09-04,81.4,8.62,2,0,60.0,23
TRIP-00787,DRV-007,TRK-002,2024-05-11,187.2,13.75,7,8,65.6,29
TRIP-00788,DRV-022,TRK-011,2024-11-07,91.9,7.64,3,2,56.6,21
TRIP-00789,DRV-002,TRK-002,2024-07-31,99.8,8.29,3,1,72.8,24
TRIP-00790,DRV-024,TRK-011,2024-06-16,168.0,13.69,3,3,57.4,24
TRIP-00791,DRV-010,TRK-008,2024-04-30,85.5,6.75,1,1,64.1,8
TRIP-00792,DRV-015,TRK-008,2024-10-04,151.9,13.27,2,2,59.1,24
TRIP-00793,DRV-020,TRK-014,2024-12-08,108.0,9.54,4,3,50.2,26
TRIP-00794,DRV-008,TRK-003,2024-05-26,180.9,20.33,6,7,60.2,12
TRIP-00795,DRV-023,TRK-011,2024-04-17,84.8,6.24,0,0,54.2,11
TRIP-00796,DRV-011,TRK-008,2024-05-30,41.1,3.86,1,1,62.2,27
TRIP-00797,DRV-016,TRK-008,2024-07-17,85.5,6.14,0,1,59.2,26
TRIP-00798,DRV-002,TRK-003,2024-06-21,128.0,12.8,6,0,52.1,20
TRIP-00799,DRV-004,TRK-003,2024-08-04,77.8,7.93,2,3,62.2,23
TRIP-00800,DRV-024,TRK-012,2024-01-25,112.2,11.91,3,0,57.3,6
TRIP-00801,DRV-007,TRK-003,2024-07-11,158.1,17.64,4,6,61.8,11
TRIP-00802,DRV-011,TRK-008,2024-04-13,119.2,11.14,2,1,60.0,15
TRIP-00803,DRV-024,TRK-013,2024-11-27,151.3,12.09,6,3,58.1,24
TRIP-00804,DRV-014,TRK-008,2024-03-17,72.3,6.13,2,2,63.0,24
TRIP-00805,DRV-023,TRK-013,2024-05-24,123.9,8.36,0,4,60.6,22
TRIP-00806,DRV-004,TRK-003,2024-08-06,78.0,9.24,3,3,59.9,22
TRIP-00807,DRV-023,TRK-013,2024-06-09,133.8,9.18,3,3,60.0,25
TRIP-00808,DRV-003,TRK-002,2024-02-14,126.2,10.61,5,3,68.3,25
TRIP-00809,DRV-011,TRK-006,2024-11-16,141.9,16.78,2,2,73.6,20
TRIP-00810,DRV-009,TRK-005,2024-03-22,89.7,7.71,1,4,75.6,20
TRIP-00811,DRV-002,TRK-005,2024-04-05,44.2,3.35,1,1,64.5,29
TRIP-00812,DRV-021,TRK-013,2024-12-30,172.3,14.95,3,3,54.9,40
TRIP-00813,DRV-006,TRK-002,2024-09-23,101.2,7.99,2,2,66.0,26
TRIP-00814,DRV-023,TRK-014,2024-10-29,136.5,10.67,3,1,58.1,16
TRIP-00815,DRV-012,TRK-006,2024-12-03,78.5,9.03,2,2,61.5,27
TRIP-00816,DRV-013,TRK-009,2024-09-17,117.7,13.83,4,1,69.1,32
TRIP-00817,DRV-002,TRK-005,2024-11-18,60.6,5.13,1,0,68.3,30
TRIP-00818,DRV-003,TRK-005,2024-11-26,145.5,12.16,4,5,72.1,5
TRIP-00819,DRV-005,TRK-005,2024-09-21,199.2,16.43,8,3,54.0,28
TRIP-00820,DRV-021,TRK-012,2024-08-27,151.8,15.94,5,3,61.3,30
TRIP-00821,DRV-020,TRK-013,2024-01-13,97.9,6.91,1,4,59.6,32
TRIP-00822,DRV-003,TRK-002,2024-10-07,167.5,13.76,5,0,69.2,27
TRIP-00823,DRV-019,TRK-012,2024-03-06,196.2,22.39,2,5,58.9,1
TRIP-00824,DRV-003,TRK-004,2024-07-24,103.9,7.88,2,2,72.4,27
TRIP-00825,DRV-025,TRK-015,2024-02-04,78.3,9.37,0,3,69.9,28
TRIP-00826,DRV-008,TRK-004,2024-07-21,23.9,1.81,0,1,70.0,17
TRIP-00827,DRV-017,TRK-009,2024-09-08,150.7,14.44,2,4,64.9,8
TRIP-00828,DRV-006,TRK-005,2024-03-13,287.3,20.91,10,8,72.9,23
TRIP-00829,DRV-023,TRK-015,2024-01-03,119.4,12.18,3,1,64.5,12
TRIP-00830,DRV-012,TRK-008,2024-06-26,121.7,10.84,2,3,48.6,27
TRIP-00831,DRV-008,TRK-005,2024-10-18,180.2,14.23,6,3,64.4,23
TRIP-00832,DRV-011,TRK-010,2024-12-29,86.2,5.84,2,3,63.3,28
TRIP-00833,DRV-025,TRK-014,2024-01-29,104.1,9.23,3,4,49.3,17
TRIP-00834,DRV-017,TRK-008,2024-02-10,145.6,12.23,3,5,67.0,20
TRIP-00835,DRV-005,TRK-003,2024-02-08,75.2,8.17,3,4,66.5,15
TRIP-00836,DRV-022,TRK-013,2024-12-29,182.5,16.93,9,3,62.0,13
TRIP-00837,DRV-018,TRK-012,2024-04-29,142.6,14.03,4,4,61.7,13
TRIP-00838,DRV-015,TRK-009,2024-12-23,143.5,14.58,3,2,71.0,26
TRIP-00839,DRV-019,TRK-012,2024-12-18,198.7,21.09,2,2,52.0,18
TRIP-00840,DRV-022,TRK-013,2024-01-03,96.1,7.84,5,1,57.6,6
TRIP-00841,DRV-017,TRK-010,2024-02-09,51.4,3.61,3,2,53.8,16
TRIP-00842,DRV-025,TRK-015,2024-06-11,95.1,11.29,3,3,63.7,15
TRIP-00843,DRV-010,TRK-009,2024-06-19,172.6,16.5,3,3,63.4,21
TRIP-00844,DRV-010,TRK-009,2024-04-05,122.7,11.36,3,2,68.6,19
TRIP-00845,DRV-015,TRK-008,2024-01-11,18.0,1.55,0,0,61.7,17
TRIP-00846,DRV-022,TRK-012,2024-02-27,77.4,7.97,0,1,58.6,31
TRIP-00847,DRV-019,TRK-012,2024-02-13,236.3,24.97,5,5,58.4,22
TRIP-00848,DRV-019,TRK-015,2024-06-06,70.0,8.62,5,0,69.2,32
TRIP-00849,DRV-024,TRK-012,2024-10-16,51.4,5.73,1,0,54.7,18
TRIP-00850,DRV-008,TRK-002,2024-09-28,123.0,10.31,8,2,70.3,29
TRIP-00851,DRV-018,TRK-014,2024-11-09,118.5,9.1,0,2,58.8,16
TRIP-00852,DRV-017,TRK-009,2024-07-19,153.6,16.47,5,3,71.1,28
TRIP-00853,DRV-004,TRK-003,2024-03-29,36.5,4.11,1,2,61.9,33
TRIP-00854,DRV-006,TRK-002,2024-11-25,184.7,14.84,3,2,67.0,22
TRIP-00855,DRV-025,TRK-015,2024-12-03,100.3,12.16,2,1,69.9,31
TRIP-00856,DRV-020,TRK-014,2024-11-12,97.8,7.61,5,2,64.9,24
TRIP-00857,DRV-010,TRK-010,2024-07-14,112.5,6.86,1,2,55.3,9
TRIP-00858,DRV-008,TRK-004,2024-10-25,19.2,1.5,0,1,78.9,5
TRIP-00859,DRV-019,TRK-015,2024-08-04,138.4,16.3,4,0,72.3,38
TRIP-00860,DRV-023,TRK-012,2024-01-30,213.8,19.08,1,3,62.6,5
TRIP-00861,DRV-002,TRK-005,2024-02-18,93.9,6.95,1,3,58.2,25
TRIP-00862,DRV-009,TRK-004,2024-04-17,174.1,13.05,6,7,69.2,25
TRIP-00863,DRV-003,TRK-003,2024-04-01,25.5,2.85,1,1,56.8,30
TRIP-00864,DRV-018,TRK-012,2024-04-20,137.6,13.26,1,1,56.4,13
TRIP-00865,DRV-013,TRK-010,2024-12-11,76.7,6.08,1,1,58.0,15
TRIP-00866,DRV-025,TRK-014,2024-07-29,62.1,5.64,0,0,58.6,21
TRIP-00867,DRV-025,TRK-015,2024-06-12,78.8,10.03,3,4,64.8,9
TRIP-00868,DRV-020,TRK-014,2024-04-21,69.1,5.87,4,2,62.1,34
TRIP-00869,DRV-015,TRK-007,2024-09-11,179.2,13.07,2,0,63.7,18
TRIP-00870,DRV-006,TRK-003,2024-04-19,132.7,13.42,3,3,57.2,9
TRIP-00871,DRV-005,TRK-005,2024-12-22,188.0,15.43,8,4,70.8,30
TRIP-00872,DRV-016,TRK-006,2024-01-26,165.4,17.11,5,3,72.9,15
TRIP-00873,DRV-024,TRK-015,2024-08-28,142.5,16.61,5,4,64.9,30
TRIP-00874,DRV-006,TRK-004,2024-03-19,120.5,7.89,3,5,69.7,33
TRIP-00875,DRV-001,TRK-002,2024-02-01,131.4,9.73,3,0,60.8,19
TRIP-00876,DRV-006,TRK-004,2024-06-25,178.9,12.05,3,0,66.5,10
TRIP-00877,DRV-019,TRK-014,2024-09-10,140.8,13.61,5,2,58.2,0
TRIP-00878,DRV-006,TRK-003,2024-11-18,129.1,14.18,4,1,56.5,17
TRIP-00879,DRV-011,TRK-008,2024-07-17,128.5,11.2,3,3,57.1,28
TRIP-00880,DRV-016,TRK-010,2024-01-25,205.3,10.92,1,3,58.6,33
TRIP-00881,DRV-014,TRK-008,2024-06-01,107.3,8.79,3,2,60.2,25
TRIP-00882,DRV-022,TRK-014,2024-02-18,183.6,16.01,7,4,53.5,34
TRIP-00883,DRV-020,TRK-014,2024-02-15,43.2,3.58,1,3,53.7,38
TRIP-00884,DRV-006,TRK-004,2024-05-25,137.2,8.66,1,1,65.3,15
TRIP-00885,DRV-019,TRK-014,2024-04-19,18.0,1.53,0,0,59.8,36
TRIP-00886,DRV-012,TRK-009,2024-11-24,194.0,19.98,9,6,63.0,37
TRIP-00887,DRV-006,TRK-005,2024-01-31,208.2,16.29,1,4,52.0,28
TRIP-00888,DRV-014,TRK-010,2024-02-14,149.8,10.3,3,3,56.3,20
TRIP-00889,DRV-016,TRK-009,2024-12-26,186.8,17.72,4,2,79.5,27
TRIP-00890,DRV-003,TRK-004,2024-04-10,158.8,11.32,3,2,74.6,28
TRIP-00891,DRV-011,TRK-008,2024-11-01,101.1,9.2,3,2,72.0,3
TRIP-00892,DRV-005,TRK-003,2024-10-14,156.3,16.92,11,4,62.5,29
TRIP-00893,DRV-009,TRK-003,2024-06-17,39.6,4.32,4,1,62.0,2
TRIP-00894,DRV-024,TRK-014,2024-12-19,155.8,13.04,2,5,57.5,31
TRIP-00895,DRV-006,TRK-003,2024-05-04,46.0,4.81,2,1,59.9,13
TRIP-00896,DRV-020,TRK-012,2024-10-19,40.1,4.27,1,0,48.3,18
TRIP-00897,DRV-009,TRK-003,2024-09-22,188.1,20.61,4,2,62.5,15
TRIP-00898,DRV-019,TRK-015,2024-02-19,149.1,17.84,4,1,69.6,31
TRIP-00899,DRV-024,TRK-012,2024-10-05,116.4,11.98,4,3,63.2,13
TRIP-00900,DRV-009,TRK-005,2024-09-30,123.0,9.95,4,4,63.1,17
TRIP-00901,DRV-006,TRK-003,2024-02-18,225.3,21.21,6,4,58.3,7
TRIP-00902,DRV-001,TRK-004,2024-06-02,92.5,7.16,0,0,66.4,15
TRIP-00903,DRV-023,TRK-012,2024-05-10,122.8,11.11,3,3,64.9,20
TRIP-00904,DRV-005,TRK-003,2024-05-20,172.5,18.61,8,3,55.7,16
TRIP-00905,DRV-003,TRK-003,2024-11-01,64.0,7.3,3,0,52.3,11
TRIP-00906,DRV-013,TRK-008,2024-05-24,131.7,12.59,5,2,62.5,31
TRIP-00907,DRV-023,TRK-014,2024-04-04,104.6,7.5,2,3,58.1,0
TRIP-00908,DRV-008,TRK-004,2024-08-04,131.5,9.74,4,3,64.3,21
TRIP-00909,DRV-013,TRK-010,2024-06-22,167.9,13.04,7,3,57.9,27
TRIP-00910,DRV-021,TRK-012,2024-04-17,96.9,9.99,2,1,53.7,23
TRIP-00911,DRV-012,TRK-009,2024-05-24,136.6,12.57,4,6,79.1,18
TRIP-00912,DRV-012,TRK-010,2024-05-02,186.6,12.44,0,5,56.2,32
TRIP-00913,DRV-002,TRK-004,2024-03-01,112.1,7.5,3,1,75.4,17
TRIP-00914,DRV-022,TRK-012,2024-12-17,94.2,10.23,7,1,55.2,26
TRIP-00915,DRV-019,TRK-014,2024-12-01,174.2,15.67,4,2,63.9,19
TRIP-00916,DRV-018,TRK-014,2024-03-11,24.4,2.03,0,1,51.5,19
TRIP-00917,DRV-006,TRK-003,2024-02-28,78.9,8.5,3,4,59.6,30
TRIP-00918,DRV-003,TRK-004,2024-03-17,200.0,14.38,5,3,67.7,25
TRIP-00919,DRV-007,TRK-003,2024-10-09,73.8,7.59,2,2,52.0,23
TRIP-00920,DRV-020,TRK-011,2024-02-13,168.8,14.56,5,9,60.4,11
TRIP-00921,DRV-003,TRK-005,2024-10-05,93.2,7.59,3,5,61.3,13
TRIP-00922,DRV-020,TRK-011,2024-08-12,18.0,1.51,0,0,61.9,24
TRIP-00923,DRV-012,TRK-010,2024-11-28,81.8,5.56,2,2,65.4,31
TRIP-00924,DRV-017,TRK-009,2024-01-29,168.1,17.88,5,3,66.5,35
TRIP-00925,DRV-010,TRK-007,2024-03-12,158.8,12.29,3,2,62.2,26
